,Ticker,Date,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
4194,TREX,2020-06-04,"Trex Company, Inc.",Industrials,Building Products & Equipment,USA,6.60B,43.02,114.35,-2.12%,1252033,39.68,4.25,8.61,14.72,1244.47,86.56,8.30%,15.14%,31.20%,10.13%,13.70%,58.13M,57.51M,0.50%,-13.85%,-,0.25%,17.15%,9.6,1.03M,-4.52%,4.71%,5.61%,34.88%,73.57%,27.23%,3.44%,4.29%,2.60,1.22,-,26.70%,36.30%,31.90%,2.80,2.30,0.00,0.06,42.70%,26.70%,20.30%,May 04/a,1.69,5.66,-3.76%,16.32%,23.84%,-13.92%,103.40%,53.39,-0.80%,-1.34%
4195,TRGP,2020-06-04,Targa Resources Corp.,Energy,Oil & Gas Midstream,USA,5.23B,-,21.91,7.03%,5236593,-,-,0.62,1.69,13.94,-,-170.00%,-6.70%,-21.00%,-,0.10%,233.00M,229.16M,1.20%,-5.29%,89.50%,-6.00%,3.33%,1.13,6.78M,19.60%,75.98%,-32.58%,-39.04%,-44.32%,-46.34%,6.08%,7.88%,2.70,0.77,1.83%,-11.30%,-43.30%,2.70%,1.00,0.90,2.53,2.63,33.70%,-21.80%,-24.20%,May 07/b,3.19,1.31,33.64%,86.26%,-27.07%,-49.59%,498.63%,84.11,5.54%,1.42%
4196,TRHC,2020-06-04,"Tabula Rasa HealthCare, Inc.",Healthcare,Health Information Services,USA,1.42B,-,57.87,-0.31%,358262,59.48,-,4.79,6.90,37.29,110.99,36.50%,35.52%,-37.30%,30.00%,42.50%,21.38M,21.69M,8.50%,-15.98%,-,-1.24%,25.46%,15.35,359.66K,1.58%,1.21%,5.97%,31.91%,39.72%,18.88%,7.65%,6.37%,1.70,1.0,-,-7.20%,-19.60%,-4.00%,2.30,2.20,1.28,1.28,36.70%,-11.30%,-12.10%,May 07/a,1.19,3.78,-0.49%,2.03%,9.06%,-17.00%,75.15%,51.07,-1.01%,0.71%
4197,TRI,2020-06-04,Thomson Reuters Corporation,Industrials,Consulting Services,Canada,34.78B,78.09,69.81,-1.45%,706122,35.86,2.63,5.86,3.80,27.52,-,402.00%,10.37%,-22.10%,29.74%,-14.10%,496.21M,167.38M,55.00%,0.00%,38.10%,-1.60%,0.74%,1.69,736.42K,3.21%,0.03%,-8.07%,0.37%,7.00%,-2.50%,1.86%,2.05%,2.80,0.96,2.18%,-,-,9.10%,0.90,0.90,0.32,0.45,95.50%,-,-,May 05/b,0.52,1.51,3.43%,2.52%,-0.75%,-15.38%,33.66%,56.95,-0.91%,-0.55%
4198,TRIL,2020-06-04,Trillium Therapeutics Inc.,Healthcare,Biotechnology,Canada,613.26M,-,7.35,-0.68%,1187222,-,-,4945.63,9.97,-,-,-26.90%,28.10%,-,-,-,83.44M,59.56M,0.07%,0.00%,32.72%,-,10.37%,2.32,2.67M,27.38%,38.42%,1.80%,2197.23%,1969.84%,613.59%,14.23%,12.41%,1.50,0.45,-,-,-,-,-,-,-,-,-,-,-,Jun 09/a,-,0.76,13.36%,41.34%,190.69%,-13.02%,2956.13%,63.09,0.96%,-1.62%
4199,TRIP,2020-06-04,"TripAdvisor, Inc.",Consumer Cyclical,Travel Services,USA,3.24B,37.05,22.01,-3.59%,4298205,28.36,-,2.21,2.92,-,37.66,11.00%,153.70%,-10.40%,-,4.60%,136.00M,102.36M,0.70%,0.38%,86.30%,-5.45%,10.28%,2.59,4.06M,4.12%,19.88%,1.24%,-21.14%,-45.06%,-27.55%,8.30%,7.41%,3.00,1.06,-,3.60%,6.20%,9.60%,3.30,3.30,0.68,0.69,93.70%,8.90%,5.70%,May 07/a,1.31,1.55,15.21%,18.65%,-18.93%,-48.94%,60.36%,58.2,-4.26%,0.70%
4200,TRMB,2020-06-04,Trimble Inc.,Technology,Scientific & Technical Instruments,USA,11.54B,21.12,43.06,1.99%,1648580,21.31,3.02,3.55,3.47,53.25,22.12,69.50%,17.23%,20.20%,7.00%,6.40%,249.90M,248.43M,0.50%,-9.73%,97.70%,1.54%,2.72%,3.58,1.89M,2.55%,31.16%,6.93%,8.63%,3.41%,3.29%,3.85%,5.12%,2.10,0.87,-,8.20%,17.40%,11.00%,1.00,0.70,0.55,0.64,54.80%,11.90%,15.80%,May 06/a,1.69,1.85,12.39%,24.86%,12.50%,-7.74%,115.19%,67.58,2.43%,-0.43%
4201,TRMD,2020-06-04,TORM plc,Energy,Oil & Gas Midstream,United Kingdom,607.51M,3.05,8.18,2.00%,29418,1.93,-,0.81,0.58,-,-,49.10%,26.90%,-,-,-,74.27M,24.76M,0.05%,0.00%,79.64%,-,0.92%,1.35,169.54K,2.51%,2.89%,-16.10%,4.87%,4.87%,-24.51%,2.69%,4.87%,-,0.17,2.44%,-,-,-,-,-,-,-,-,-,-,Mar 31/b,-,0.42,3.93%,1.84%,-2.49%,-83.26%,20.29%,54.88,0.99%,1.00%
4202,TRMK,2020-06-04,Trustmark Corporation,Financial,Banks - Regional,USA,1.62B,11.46,24.76,1.81%,459332,17.04,1.64,3.21,0.96,3.99,-,5.10%,-5.28%,4.90%,7.00%,3.60%,63.76M,56.88M,1.40%,0.66%,65.40%,-4.81%,5.04%,7.15,401.09K,0.81%,2.78%,-6.03%,-27.28%,-24.67%,-28.25%,3.92%,4.76%,3.20,1.15,3.72%,1.00%,8.50%,22.70%,-,-,0.04,0.04,-,80.30%,27.60%,Apr 28/a,1.08,1.27,6.59%,3.90%,-19.06%,-31.30%,22.21%,54.96,2.57%,-0.74%
4203,TRN,2020-06-04,"Trinity Industries, Inc.",Industrials,Railroads,USA,2.69B,24.92,22.43,3.22%,1474957,35.72,2.49,0.89,1.25,12.63,5.32,64.50%,41.44%,-23.60%,10.00%,-13.40%,118.00M,115.52M,0.90%,196.17%,98.60%,-0.45%,11.88%,9.08,1.51M,10.22%,21.51%,5.75%,9.52%,10.28%,1.26%,3.59%,3.96%,3.20,0.98,3.39%,3.00%,12.60%,5.10%,-,-,2.30,2.30,20.90%,13.20%,8.80%,Apr 29/a,1.73,0.94,14.67%,25.56%,15.21%,-8.97%,54.37%,71.45,4.47%,-1.20%
4204,TRNE,2020-06-04,Trine Acquisition Corp.,Financial,Shell Companies,USA,299.55M,-,9.98,-0.30%,19277,-,-,-,18.08,-,-,-,-,-,-,-,30.02M,1.55M,24.67%,0.00%,79.62%,-,0.66%,0.04,279.80K,0.10%,0.00%,-0.87%,0.91%,-,0.00%,0.56%,0.47%,-,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0.18%,0.43%,0.66%,-1.67%,6.17%,51.61,0.00%,-0.30%
4205,TRNO,2020-06-04,Terreno Realty Corporation,Real Estate,REIT - Industrial,USA,3.53B,64.84,51.42,-2.08%,285425,58.90,6.48,20.13,2.24,50.62,719.98,-22.10%,12.50%,29.50%,10.00%,19.90%,67.06M,66.07M,2.20%,0.00%,-,0.38%,1.16%,1.5,512.10K,-0.89%,-4.10%,-13.59%,-10.82%,10.94%,-5.02%,2.12%,3.01%,2.10,0.56,2.10%,2.60%,3.50%,2.90%,-,-,0.30,0.30,74.10%,34.90%,30.00%,-,0.67,1.63,3.46%,0.81%,-3.85%,-17.48%,22.09%,54.01,-1.17%,-0.91%
4206,TRNS,2020-06-04,"Transcat, Inc.",Industrials,Industrial Distribution,USA,189.20M,23.43,25.16,-0.24%,20457,19.28,1.56,1.09,2.86,946.02,59.13,28.90%,65.19%,11.90%,15.00%,6.30%,7.37M,6.44M,1.70%,-2.52%,70.70%,1.64%,0.79%,1.63,31.20K,-1.33%,-4.01%,-18.42%,-22.89%,0.64%,-21.03%,3.65%,6.32%,1.30,0.66,-,7.40%,13.40%,10.10%,2.30,1.50,0.27,0.30,24.50%,6.40%,4.80%,May 19/a,0.71,1.62,-4.27%,-4.73%,-11.12%,-26.39%,52.48%,44.24,-0.04%,-0.20%
4207,TROW,2020-06-04,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,28.69B,15.74,126.35,-0.91%,1239769,17.27,-,4.99,4.6,18.37,37.54,17.90%,4.77%,13.90%,-3.03%,6.70%,234.10M,223.59M,0.90%,-6.23%,73.10%,-2.03%,3.08%,3.73,1.85M,4.72%,15.21%,3.56%,4.60%,22.15%,3.70%,2.34%,3.02%,2.60,0.67,2.85%,21.10%,28.30%,24.10%,-,-,0.00,0.00,-,44.50%,33.20%,Apr 28/b,1.16,3.81,8.67%,17.11%,8.19%,-9.63%,53.13%,68.35,0.05%,-0.96%
4208,TROX,2020-06-04,Tronox Holdings plc,Basic Materials,Chemicals,USA,1.21B,-,7.88,8.24%,1258975,7.32,-,0.41,2.04,2.88,9.08,27.70%,127.22%,26.30%,53.60%,8.70%,142.74M,88.07M,2.30%,1.25%,58.10%,-5.12%,7.63%,3.34,2.01M,10.99%,15.71%,5.07%,-26.01%,-26.36%,-31.00%,6.69%,8.37%,2.40,0.63,3.55%,-0.80%,-6.30%,2.10%,2.40,1.20,5.34,5.78,19.30%,5.30%,-1.40%,May 06/a,3.18,0.56,17.68%,28.81%,-5.96%,-39.94%,98.49%,63.56,10.06%,-1.65%
4209,TRP,2020-06-04,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,43.11B,14.34,45.91,-0.13%,1082805,15.38,9.87,4.50,2.1,21.91,14.44,14.40%,0.61%,11.70%,1.45%,5.40%,939.00M,935.41M,0.06%,0.00%,60.20%,5.73%,0.57%,1.97,2.70M,3.08%,-2.92%,-15.96%,-8.45%,-6.82%,-13.88%,2.22%,3.07%,1.70,0.4,5.05%,4.10%,15.30%,6.60%,0.50,0.50,1.56,1.95,70.40%,45.30%,31.20%,May 01/b,0.76,1.39,2.78%,2.67%,-7.51%,-20.74%,41.83%,55.89,0.39%,-0.52%
4210,TRQ,2020-06-04,Turquoise Hill Resources Ltd.,Basic Materials,Copper,Canada,1.63B,-,0.8,1.03%,1694896,6.04,-,1.73,0.18,1.00,-,-136.60%,786.67%,-19.70%,2.00%,-7.60%,2.01B,939.01M,49.50%,0.00%,38.50%,-0.02%,1.90%,8.55,2.09M,8.19%,70.74%,54.42%,68.49%,-35.24%,9.07%,5.45%,7.03%,3.00,0.81,-,-1.60%,-2.30%,-4.30%,3.70,3.40,0.45,0.46,18.00%,-62.30%,-21.90%,May 13/a,1.79,0.04,29.84%,55.10%,51.99%,-39.62%,166.69%,82.31,-0.25%,1.28%
4211,TRS,2020-06-04,TriMas Corporation,Industrials,Specialty Industrial Machinery,USA,1.06B,19.85,24.5,1.74%,148694,17.50,2.13,1.54,1.6,5.13,24.07,-14.40%,12.27%,5.90%,9.34%,-4.00%,44.20M,42.91M,1.20%,-0.81%,-,-2.01%,1.07%,1.73,266.19K,4.26%,6.94%,-3.66%,-20.33%,-17.81%,-22.00%,3.70%,4.45%,2.30,0.56,-,7.60%,13.80%,7.50%,4.60,3.30,0.66,0.00,26.30%,12.40%,13.50%,Apr 30/b,1.03,1.13,10.81%,7.70%,-12.20%,-25.91%,35.73%,60.25,2.68%,-0.91%
4212,TRST,2020-06-04,TrustCo Bank Corp NY,Financial,Banks - Regional,USA,679.45M,11.38,6.64,1.61%,557787,12.08,2.28,3.55,1.17,1.25,19.25,-6.10%,5.77%,5.10%,5.00%,4.10%,96.73M,94.14M,1.60%,7.58%,67.20%,-2.17%,2.66%,3.79,660.25K,-0.52%,11.49%,-7.06%,-23.18%,-11.75%,-23.36%,4.92%,5.70%,2.00,0.84,4.06%,1.10%,10.60%,25.40%,-,-,0.00,0.00,-,80.90%,29.60%,-,1.25,0.36,11.55%,16.98%,-10.70%,-26.98%,54.53%,61.32,3.18%,-1.53%
4213,TRTN,2020-06-04,Triton International Limited,Industrials,Rental & Leasing Services,Bermuda,2.25B,7.35,31.58,-4.48%,554482,7.70,0.74,1.60,1.13,5.39,4.06,4.30%,23.28%,5.20%,10.00%,15.10%,71.60M,49.93M,1.70%,-38.89%,66.70%,-0.35%,4.26%,4.55,466.81K,2.04%,6.19%,-3.10%,-13.81%,4.02%,-21.44%,3.54%,3.84%,3.00,1.19,6.59%,3.20%,15.10%,7.60%,-,-,3.38,3.38,89.10%,46.90%,22.30%,Apr 24/b,2.05,1.36,5.00%,8.89%,-6.80%,-22.62%,59.49%,56.21,-3.48%,-1.03%
4214,TRTX,2020-06-04,"TPG RE Finance Trust, Inc.",Real Estate,REIT - Mortgage,USA,699.90M,-,9.01,1.69%,1880594,6.84,-,2.02,0.56,6.76,5.33,1.80%,1.90%,-,5.00%,-,76.47M,60.16M,1.00%,5.50%,87.60%,-0.22%,2.72%,0.72,2.27M,19.97%,25.84%,-54.05%,-55.66%,-53.65%,-55.55%,8.97%,8.89%,2.30,0.83,19.09%,-2.30%,-9.60%,2.20%,-,-,2.19,3.68,90.30%,-38.80%,-39.10%,May 11/a,-,0.68,25.91%,41.85%,-44.41%,-57.70%,267.76%,73.93,-0.77%,2.48%
4215,TRU,2020-06-04,TransUnion,Industrials,Consulting Services,USA,17.29B,50.25,91.41,-0.47%,1129262,31.10,4.27,6.35,8.36,54.23,33.09,23.40%,20.35%,78.70%,11.76%,15.30%,189.20M,188.91M,0.50%,-28.74%,99.70%,-0.20%,1.31%,1.43,1.74M,6.91%,15.71%,-1.24%,7.83%,34.66%,6.77%,2.62%,2.82%,2.20,0.65,0.33%,4.90%,16.60%,8.80%,1.70,1.70,1.73,1.76,67.30%,22.70%,12.70%,Apr 28/b,1.18,2.67,12.62%,22.21%,10.85%,-9.64%,74.11%,74.36,0.55%,-1.01%
4216,TRUE,2020-06-04,"TrueCar, Inc.",Communication Services,Internet Content & Information,USA,293.76M,-,2.78,-3.81%,494552,-,-,0.84,0.92,1.61,45.90,-87.10%,-110.00%,5.40%,-,11.40%,107.02M,96.23M,2.60%,3.44%,85.30%,-5.08%,11.44%,9.85,1.12M,4.51%,3.73%,8.59%,-43.38%,-47.45%,-41.47%,5.04%,8.75%,3.00,0.44,-,-11.80%,-15.60%,-17.40%,5.90,5.90,0.00,0.00,91.00%,-15.00%,-14.60%,May 07/a,1.28,0.2,4.22%,13.21%,-20.56%,-50.88%,40.40%,56.73,-3.14%,-0.69%
4217,TRUP,2020-06-04,"Trupanion, Inc.",Financial,Insurance - Specialty,USA,1.26B,-,34.39,-0.61%,270006,573.17,-,3.09,8.8,12.21,138.58,-80.00%,77.80%,49.80%,15.00%,27.10%,35.01M,30.14M,1.60%,-13.72%,-,1.22%,31.33%,23.88,395.51K,9.28%,19.00%,11.11%,6.17%,8.14%,-8.20%,6.16%,6.03%,2.00,0.68,-,-0.70%,-1.20%,-1.10%,1.70,1.70,0.22,0.22,16.60%,-0.30%,-0.40%,Apr 30/a,1.53,1.96,13.99%,16.91%,16.70%,-9.64%,65.02%,63.37,-0.26%,-0.35%
4218,TRV,2020-06-04,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty,USA,30.01B,12.73,118.0,3.08%,1607064,11.32,-,0.94,1.19,55.16,6.91,6.90%,15.50%,-1.50%,-0.55%,3.00%,254.40M,252.10M,0.30%,-2.14%,83.80%,0.21%,1.93%,1.93,2.52M,9.68%,21.84%,-7.83%,-12.35%,-21.25%,-13.84%,3.19%,3.25%,2.90,0.64,2.88%,2.20%,9.40%,9.10%,-,-,0.24,0.26,-,10.10%,7.60%,Apr 21/b,0.90,3.71,18.65%,17.80%,-6.61%,-23.92%,53.27%,74.61,3.53%,-0.43%
4219,TRVG,2020-06-04,trivago N.V.,Communication Services,Internet Content & Information,Germany,834.53M,-,2.32,1.75%,823393,41.43,-,0.98,1.08,3.59,56.77,178.50%,600.00%,22.20%,-3.40%,22.10%,352.77M,26.11M,5.80%,0.00%,73.80%,-0.80%,10.06%,6.24,420.78K,8.41%,40.61%,32.57%,-12.45%,-37.97%,-11.45%,6.35%,8.81%,3.10,1.96,-,-19.40%,-24.50%,1.90%,5.70,5.70,0.00,0.00,98.70%,-24.70%,-26.60%,May 18/a,1.36,0.15,27.30%,36.31%,-15.37%,-56.88%,78.46%,76.58,1.31%,0.44%
4220,TRVI,2020-06-04,"Trevi Therapeutics, Inc.",Healthcare,Biotechnology,USA,76.63M,-,4.25,13.03%,222249,-,-,-,1.62,1.46,-,-37.60%,-0.50%,-,-,-,17.84M,10.18M,7.49%,-0.42%,85.40%,-1.36%,0.27%,0.27,104.73K,53.43%,56.83%,-8.21%,20.74%,-58.00%,13.33%,22.08%,10.25%,1.50,2.12,-,-45.50%,-50.60%,-,7.50,7.50,0.00,0.00,-,-,-,Mar 05,-,0.36,48.51%,53.25%,8.20%,-59.20%,219.55%,84.65,13.64%,-0.53%
4221,TRVN,2020-06-04,"Trevena, Inc.",Healthcare,Biotechnology,USA,144.77M,-,1.33,1.53%,2437262,-,-,4670.02,4.43,-,-,35.20%,19.20%,33.10%,-,-,96.33M,105.22M,2.10%,0.00%,19.10%,1.86%,5.68%,3.11,1.92M,0.76%,49.44%,72.75%,96.31%,20.91%,58.16%,9.53%,11.65%,2.00,1.27,-,-48.90%,-74.90%,-,11.40,11.40,0.00,0.00,-,-,-,May 07/b,2.72,0.12,11.88%,55.50%,59.67%,-12.50%,189.13%,68.04,3.91%,-2.29%
4222,TRWH,2020-06-04,"Twin River Worldwide Holdings, Inc.",Consumer Cyclical,Resorts & Casinos,USA,684.02M,31.76,22.74,-0.22%,408336,14.96,-,1.34,4.2,1.89,8.98,-22.00%,132.90%,-,-,-,31.57M,29.25M,2.70%,-39.13%,94.60%,-5.62%,3.78%,2.97,373.02K,10.01%,51.50%,-0.66%,-4.17%,-24.23%,-11.35%,4.03%,5.80%,2.00,1.09,1.76%,2.50%,10.80%,10.40%,5.10,5.00,5.44,5.46,62.70%,15.50%,5.60%,May 13/b,-,1.14,24.66%,50.90%,5.07%,-29.60%,214.96%,81.44,0.84%,-1.05%
4223,TRX,2020-06-04,Tanzanian Gold Corporation,Basic Materials,Gold,Canada,129.03M,-,0.82,3.08%,299599,-,-,-,8.2,41.62,-,-293.90%,-,-61.40%,-,-,157.45M,157.08M,3.40%,0.00%,13.90%,6.79%,2.08%,6.64,491.27K,-1.94%,45.87%,52.49%,-2.45%,20.51%,33.19%,6.63%,8.96%,-,0.61,-,-66.70%,-124.30%,-,0.30,-,0.00,0.47,-,-,-,-,1.28,0.06,4.23%,29.11%,20.65%,-31.71%,127.64%,60.16,2.44%,0.63%
4224,TS,2020-06-04,Tenaris S.A.,Energy,Oil & Gas Equipment & Services,Luxembourg,8.84B,-,14.76,2.15%,1249088,74.55,-,1.23,0.78,8.70,8.20,-15.20%,407.69%,-8.30%,-6.45%,-6.40%,590.27M,233.00M,60.60%,0.00%,13.80%,7.42%,0.74%,0.72,2.37M,14.33%,10.56%,-15.61%,-28.42%,-38.58%,-34.81%,2.55%,3.15%,2.20,0.53,5.56%,-1.10%,-1.40%,4.80%,3.00,1.50,0.03,0.08,28.60%,0.80%,-2.20%,Apr 30/a,1.44,0.58,13.93%,15.64%,-21.00%,-46.52%,62.20%,65.18,0.27%,1.87%
4225,TSBK,2020-06-04,"Timberland Bancorp, Inc.",Financial,Banks - Regional,USA,158.50M,6.73,19.05,2.36%,15520,-,0.52,2.79,0.89,0.62,10.93,23.60%,-,28.70%,13.00%,13.30%,8.34M,7.15M,2.50%,-11.08%,56.60%,-0.25%,0.49%,1.68,20.88K,5.77%,8.18%,-16.56%,-34.56%,-26.02%,-35.94%,5.72%,5.65%,-,0.74,4.20%,1.90%,13.90%,26.50%,-,-,0.00,0.00,-,87.50%,42.20%,-,1.37,1.18,9.06%,9.48%,-21.73%,-38.55%,40.07%,58.77,2.47%,-0.11%
4226,TSC,2020-06-04,"TriState Capital Holdings, Inc.",Financial,Banks - Regional,USA,525.37M,9.24,16.49,3.13%,131719,10.27,0.77,1.99,0.93,0.44,7.48,4.70%,35.44%,28.00%,12.00%,27.50%,28.18M,24.59M,6.50%,-55.74%,78.80%,-6.75%,3.07%,2.52,300.00K,3.32%,23.15%,-11.39%,-30.86%,-23.76%,-36.87%,5.44%,5.80%,2.20,0.44,-,0.70%,10.50%,23.70%,-,-,0.00,0.00,-,50.10%,19.50%,Apr 20/a,2.02,0.93,18.34%,34.69%,-16.28%,-37.61%,117.26%,69.48,3.26%,-0.13%
4227,TSCO,2020-06-04,Tractor Supply Company,Consumer Cyclical,Specialty Retail,USA,14.29B,25.80,122.38,-0.40%,1594071,21.70,2.35,1.68,10.55,30.96,27.24,8.00%,5.30%,11.90%,10.96%,7.90%,116.74M,115.08M,0.30%,-47.33%,88.20%,-2.08%,3.26%,2.0,1.87M,2.86%,16.44%,30.68%,29.30%,16.91%,30.97%,2.58%,2.98%,2.20,0.85,1.14%,10.30%,38.20%,29.10%,1.70,0.40,0.75,0.78,34.40%,8.90%,6.70%,Apr 23/b,0.99,3.34,8.88%,22.45%,28.33%,-1.65%,91.55%,75.22,-0.30%,-0.10%
4228,TSE,2020-06-04,Trinseo S.A.,Basic Materials,Specialty Chemicals,USA,926.82M,54.83,24.18,7.13%,1037106,11.78,9.70,0.26,1.54,2.11,-,-66.20%,98.60%,28.20%,5.65%,-5.90%,38.50M,37.92M,1.30%,3.62%,-,-4.65%,4.41%,2.37,706.28K,17.21%,32.06%,14.76%,-32.59%,-38.17%,-35.02%,6.54%,7.21%,3.10,1.47,6.62%,0.70%,2.90%,7.30%,3.00,2.10,1.93,1.95,8.30%,1.40%,0.60%,May 07/a,1.71,1.63,22.81%,24.16%,-22.57%,-51.78%,70.76%,64.9,7.85%,-0.66%
4229,TSEM,2020-06-04,Tower Semiconductor Ltd.,Technology,Semiconductors,Israel,2.24B,27.36,20.55,0.27%,288838,13.79,-,1.83,1.61,3.11,31.04,-36.60%,44.38%,65.50%,-5.98%,8.30%,106.81M,103.90M,19.60%,0.00%,8.20%,-,0.76%,1.72,458.15K,2.93%,8.13%,7.73%,-7.04%,35.16%,-14.61%,2.70%,3.72%,2.00,0.63,-,4.20%,6.10%,5.10%,3.80,3.10,0.16,0.21,17.90%,6.20%,6.60%,May 13/b,1.41,0.75,2.86%,11.58%,-0.69%,-20.37%,69.37%,58.64,1.56%,-1.27%
4230,TSI,2020-06-04,"TCW Strategic Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,273.72M,12.37,5.74,1.23%,62182,-,-,15.23,1.0,-,-,-,-,-,-,-,47.69M,-,0.17%,-,30.30%,-,-,0.29,213.43K,1.59%,2.87%,0.35%,-0.70%,2.29%,-0.52%,1.13%,1.38%,-,0.29,6.10%,-,-,-,-,-,-,-,-,-,-,-,-,0.08,3.27%,7.20%,2.13%,-4.49%,47.56%,68.46,0.70%,0.53%
4231,TSLA,2020-06-04,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,USA,154.63B,-,864.38,-2.10%,8853059,74.39,-,5.94,17.24,19.14,61.88,14.90%,199.69%,-15.60%,-,50.40%,183.00M,147.35M,20.51%,-0.25%,51.50%,-4.12%,11.03%,0.98,16.66M,7.27%,12.52%,19.30%,157.10%,339.69%,106.63%,3.96%,3.89%,3.00,0.53,-,-0.40%,-2.10%,-0.90%,1.20,0.90,1.17,1.52,18.20%,2.80%,-0.60%,Apr 29/a,1.14,38.54,5.28%,21.06%,74.78%,-10.80%,381.25%,64.73,-2.88%,0.80%
4232,TSLX,2020-06-04,"TPG Specialty Lending, Inc.",Financial,Asset Management,USA,1.26B,19.93,18.85,0.00%,317970,9.92,9.96,4.77,1.21,-,-,-3.60%,1.60%,3.06%,2.00%,-,67.06M,-,0.39%,13.82%,59.07%,-,-,3.21,724.85K,2.78%,17.89%,-13.93%,-9.68%,-2.77%,-10.48%,1.79%,2.59%,1.90,0.44,8.70%,-,-,-,-,-,-,-,-,-,-,May 05/a,-,0.51,6.78%,18.74%,-2.94%,-18.80%,70.38%,76.26,0.59%,-0.58%
4233,TSM,2020-06-04,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors,Taiwan,273.78B,21.06,54.28,2.30%,13252592,17.90,1.27,7.07,5.04,14.38,-,-1.70%,13.05%,5.50%,16.60%,7.00%,5.19B,4.86B,-,-,19.70%,-1.73%,0.36%,1.72,10.15M,7.96%,4.97%,-2.60%,2.84%,41.98%,-6.57%,1.75%,2.25%,2.40,1.31,5.25%,17.90%,24.90%,18.10%,1.40,1.20,0.04,0.13,48.50%,37.60%,34.50%,Apr 16/b,0.88,1.33,5.60%,6.66%,4.91%,-10.49%,44.13%,60.55,2.30%,0.00%
4234,TSN,2020-06-04,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,USA,23.81B,11.83,64.07,6.61%,6607022,10.58,0.88,0.55,1.61,54.47,22.93,0.70%,42.24%,18.60%,13.40%,2.40%,363.00M,286.29M,0.30%,-2.94%,85.70%,-2.21%,1.48%,1.05,4.06M,2.25%,12.42%,-4.39%,-27.97%,-20.52%,-29.62%,5.04%,4.05%,1.80,1.63,2.62%,5.80%,13.80%,9.60%,1.60,0.70,0.76,0.84,11.40%,6.40%,4.50%,May 04/b,0.66,2.81,6.72%,7.14%,-16.74%,-32.01%,50.51%,58.96,4.37%,2.15%
4235,TSQ,2020-06-04,"Townsquare Media, Inc.",Communication Services,Advertising Agencies,USA,83.16M,-,4.5,3.45%,73783,-,-,0.19,0.36,1.12,24.46,-118.20%,-,-16.70%,12.00%,9.90%,27.58M,10.39M,27.63%,0.00%,59.70%,2.53%,0.79%,2.06,39.83K,3.45%,4.17%,-45.05%,-45.12%,-17.88%,-54.86%,6.33%,6.84%,2.00,1.85,6.67%,0.70%,2.10%,3.80%,2.50,2.50,1.60,0.00,30.30%,15.60%,1.60%,Jun 15/b,1.91,0.33,2.51%,1.15%,-35.73%,-56.48%,27.12%,51.58,3.21%,0.23%
4236,TSU,2020-06-04,TIM Participacoes S.A.,Communication Services,Telecom Services,Brazil,6.81B,9.80,13.72,2.01%,725762,13.80,-,2.12,1.59,22.58,17.09,42.30%,30.62%,18.50%,-11.00%,-2.30%,484.19M,161.79M,68.00%,0.00%,10.00%,-16.22%,0.97%,1.14,1.37M,10.38%,11.00%,-23.52%,-15.29%,4.02%,-27.75%,3.25%,4.38%,2.40,0.53,2.26%,9.30%,16.50%,11.00%,1.20,1.20,0.38,0.47,57.30%,26.30%,21.10%,-,1.05,0.61,17.23%,14.16%,-10.09%,-32.48%,33.40%,65.27,2.01%,0.00%
4237,TT,2020-06-04,Trane Technologies plc,Industrials,Specialty Industrial Machinery,Ireland,22.88B,19.15,95.54,1.28%,1903451,22.65,9.12,1.46,3.96,8.64,25.19,3.90%,35.06%,11.40%,2.10%,5.20%,239.50M,238.32M,0.30%,0.00%,84.40%,-0.73%,1.69%,2.04,1.98M,5.80%,16.29%,-15.02%,-3.85%,-0.75%,-7.35%,2.67%,3.33%,2.50,0.96,2.22%,6.00%,17.20%,13.00%,1.50,1.20,0.80,0.97,31.10%,11.80%,7.50%,May 05/b,1.14,3.11,13.87%,12.66%,-0.24%,-19.10%,36.49%,67.85,3.14%,-1.80%
